source,name from website,Group_Name_Eng,Group_Name_TH,option,weight (kg),selling price (THB),price per kg (THB),link
supreme seafoods,หมึกไข่,Squid,หมึก,,0.3,180,,https://supremeseafoods.net/products/69550844
supreme seafoods,เนื้อหอยเชลล์,Scallops,หอยเชลล์,40-60 ตัวโล,1,380,,https://supremeseafoods.net/products/69550042
supreme seafoods,กุ้งลายเสือ,Tiger Prawn,กุ้งลายเสือ,,,1590,,https://supremeseafoods.net/products/69550021
siriratseafood,กุ้งก้ามกราม,Prawn,กุ้งก้ามกราม,15-20 ตัวโล,1,320,,https://siriratseafood.com/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%81%e0%b9%89%e0%b8%b2%e0%b8%a1%e0%b8%81%e0%b8%a3%e0%b8%b2%e0%b8%a1/
siriratseafood,ปลาทรายแดง,Sand Whiting,ปลาทราย,3-4 ตัวโล,1,140,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%97%e0%b8%a3%e0%b8%b2%e0%b8%a2%e0%b9%81%e0%b8%94%e0%b8%87/
siriratseafood,ปลาหมึกกระดองลอก,Squid,หมึก,5-7 ตัวโล,1,330,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a3%e0%b8%b0%e0%b8%94%e0%b8%ad%e0%b8%87%e0%b8%a5%e0%b8%ad%e0%b8%81/
siriratseafood,ปลาหมึกกล้วย,Squid,หมึก,1-2 ตัวโล,1,320,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
siriratseafood,ปลาหมึกกล้วย,Squid,หมึก,1-3 ตัวโล,1,320,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
siriratseafood,ปลาหมึกกล้วย,Squid,หมึก,4-5 ตัวโล,1,270,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
siriratseafood,ปลาหมึกกล้วย,Squid,หมึก,18-20 ตัวโล,1,180,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
siriratseafood,ปลาหมึกกล้วย,Squid,หมึก,25-30 ตัวโล,1,130,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%81%e0%b8%a5%e0%b9%89%e0%b8%a7%e0%b8%a2/
siriratseafood,ปลาหมึกสายใหญ่,Squid,หมึก,,,160,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ab%e0%b8%a1%e0%b8%b6%e0%b8%81%e0%b8%aa%e0%b8%b2%e0%b8%a2%e0%b9%83%e0%b8%ab%e0%b8%8d%e0%b9%88/
siriratseafood,ปลาอินทรี,Spanish Mackerel,ปลาอินทรี,,,600,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%a5%e0%b8%b2%e0%b8%ad%e0%b8%b4%e0%b8%99%e0%b8%97%e0%b8%a3%e0%b8%b5/
siriratseafood,ปูม้า,Blue Swimmer Crab,ปูม้า,3-4 ตัวโล,1,420,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2-3-4-%e0%b8%95%e0%b8%b1%e0%b8%a7%e0%b9%82%e0%b8%a5/
siriratseafood,ปูม้า,Blue Swimmer Crab,ปูม้า,6-7 ตัวโล,1,300,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2-3-4-%e0%b8%95%e0%b8%b1%e0%b8%a7%e0%b9%82%e0%b8%a5/
siriratseafood,ปูม้า,Blue Swimmer Crab,ปูม้า,7-8 ตัวโล,1,250,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2-3-4-%e0%b8%95%e0%b8%b1%e0%b8%a7%e0%b9%82%e0%b8%a5/
siriratseafood,ปูม้า,Blue Swimmer Crab,ปูม้า,9-10 ตัวโล,1,220,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2-3-4-%e0%b8%95%e0%b8%b1%e0%b8%a7%e0%b9%82%e0%b8%a5/
siriratseafood,ปูแสมขาวบ้าน ไซค์กลาง-ใหญ่,Meder's Mangrove Crab,ปูแสม,,,150,,https://siriratseafood.com/product/%e0%b8%9b%e0%b8%b9%e0%b9%81%e0%b8%aa%e0%b8%a1%e0%b8%82%e0%b8%b2%e0%b8%a7%e0%b8%9a%e0%b9%89%e0%b8%b2%e0%b8%99-%e0%b9%84%e0%b8%8b%e0%b8%84%e0%b9%8c%e0%b8%81%e0%b8%a5%e0%b8%b2%e0%b8%87-%e0%b9%83%e0%b8%ab/
siriratseafood,หอยนางรม,Oyster,หอยนางรม,,1,230,,https://siriratseafood.com/product/%e0%b8%ab%e0%b8%ad%e0%b8%a2%e0%b8%99%e0%b8%b2%e0%b8%87%e0%b8%a3%e0%b8%a1-%e0%b8%96%e0%b8%b8%e0%b8%87%e0%b8%a5%e0%b8%b01%e0%b8%81%e0%b8%b4%e0%b9%82%e0%b8%a5/
siriratseafood,เนื้อปูก้อนแดง,Crab Meat,เนื้อปูแกะ,เนื้อก้อนแดงใหญ่ปนเล็ก,1,1200,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%81%e0%b9%89%e0%b8%ad%e0%b8%99%e0%b9%81%e0%b8%94%e0%b8%87/
siriratseafood,เนื้อปูก้อนแดง,Crab Meat,เนื้อปูแกะ,เนื้อก้อนแดงกลางปนเล็ก,1,950,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%81%e0%b9%89%e0%b8%ad%e0%b8%99%e0%b9%81%e0%b8%94%e0%b8%87/
siriratseafood,เนื้อปูก้อนแดง,Crab Meat,เนื้อปูแกะ,เนื้อก้อนแดงเล็ก,1,750,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%81%e0%b9%89%e0%b8%ad%e0%b8%99%e0%b9%81%e0%b8%94%e0%b8%87/
siriratseafood,เนื้อปูก้อนแดง,Crab Meat,เนื้อปูแกะ,เนื้ออกแดงA ,1,550,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%81%e0%b9%89%e0%b8%ad%e0%b8%99%e0%b9%81%e0%b8%94%e0%b8%87/
siriratseafood,เนื้อปูม้า,Blue Swimmer Crab,ปูม้า,เนื้อก้อนม้าเล็กปนแตก,1,950,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2/
siriratseafood,เนื้อปูม้า,Blue Swimmer Crab,ปูม้า,เนื้อก้อนตอยจิ๋ว,1,650,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2/
siriratseafood,เนื้อปูม้า,Blue Swimmer Crab,ปูม้า,เนื้อก้ามม้า,1,700,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2/
siriratseafood,เนื้อปูม้า,Blue Swimmer Crab,ปูม้า,เนื้ออกม้า,1,550,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2/
siriratseafood,เนื้อปูม้า,Blue Swimmer Crab,ปูม้า,เนื้อนิ้วม้า,1,420,,https://siriratseafood.com/product/%e0%b9%80%e0%b8%99%e0%b8%b7%e0%b9%89%e0%b8%ad%e0%b8%9b%e0%b8%b9%e0%b8%a1%e0%b9%89%e0%b8%b2/
siriratseafood,แมงดาทะเลไข่,horseshoe crab,แมงดาทะเล,ตัวละ,,50,,https://siriratseafood.com/product/%e0%b9%81%e0%b8%a1%e0%b8%87%e0%b8%94%e0%b8%b2%e0%b8%97%e0%b8%b0%e0%b9%80%e0%b8%a5%e0%b9%84%e0%b8%82%e0%b9%88/
sirinfarm,กุ้งลายเสือดำ,Tiger Prawn,กุ้งลายเสือ,,0.25,185,,https://www.sirinfarm.com/th/product/%e0%b8%81%e0%b8%b8%e0%b9%89%e0%b8%87%e0%b8%a5%e0%b8%b2%e0%b8%a2%e0%b9%80%e0%b8%aa%e0%b8%b7%e0%b8%ad%e0%b8%94%e0%b8%b3-230-250-%e0%b8%81%e0%b8%a3%e0%b8%b1%e0%b8%a1/
sirinfarm,กุ้งลายเสือดำแกะเปลือก,Tiger Prawn,กุ้งลายเสือ,,0.15,195,,https://www.sirinfarm.com/th/product/peeled-tiger-prawn-130-150g/
sirinfarm,ปลากะพงขาวหั่นชิ้น,Sea Bass,ปลากะพง,,0.3,265,,https://www.sirinfarm.com/th/product/sea-bass-chunks-300g/
sirinfarm,ปลาทู,Short-bodied Mackerel,ปลาทู,,0.2,135,,https://www.sirinfarm.com/th/product/short-mackerel-200g/
sirinfarm,กุ้งขาวแกะเปลือก,Vannamei Shrimp,กุ้งขาว,,0.15,145,,https://www.sirinfarm.com/th/product/peeled-whiteleg-shrimps-150g/
sirinfarm,ปลากะพงขาวแล่,Sea Bass,ปลากะพง,,0.5,345,,https://www.sirinfarm.com/th/product/asian-sea-bass-fillet-500g/
sirinfarm,สเต็กปลากะพง,Sea Bass,ปลากะพง,,0.3,295,,https://www.sirinfarm.com/th/product/sea-bass-steak-300g/
sirinfarm,หัวปลากะพงรวมหาง,Sea Bass,ปลากะพง,,1,300,,https://www.sirinfarm.com/th/product/sea-bass-head-and-tail-800-1000g/
sirinfarm,เนื้อปูม้าแกะ,Blue Swimmer Crab,ปูม้า,,0.15,415,,https://www.sirinfarm.com/th/product/blue-swimming-crab-meat-150g/
sirinfarm,เนื้อหอยแกะ,Blue Swimmer Crab,ปูม้า,,0.2,115,,https://www.sirinfarm.com/th/product/cooked-clams-200g/
